#name	name2
NR_046018.2	DDX11L1
NM_001042679.1	RHOC
NM_175744.4	RHOC
NM_001042678.1	RHOC
NM_005167.5	PPM1J
NM_182759.2	FAM19A3
NM_001004440.1	FAM19A3
NR_103746.1	LINC01356
NM_001166496.1	SLC16A1
NM_003051.3	SLC16A1
NR_002796.2	AKR7A2P1
NR_103744.1	SLC16A1-AS1
NR_103743.1	SLC16A1-AS1
NR_103777.1	LOC100996251
NM_014813.2	LRIG2
NM_001312686.1	LRIG2
NR_038846.1	LOC643441
NM_001142782.1	MAGI3
NM_152900.2	MAGI3
NM_006608.2	PHTF1
NM_001323044.1	PHTF1
NR_136564.1	PHTF1
NR_136566.1	PHTF1
NM_001323041.1	PHTF1
NM_001323045.1	PHTF1
NR_136567.1	PHTF1
NM_001323043.1	PHTF1
NR_136565.1	PHTF1
NM_001323046.1	PHTF1
NM_001323042.1	PHTF1
NM_001323049.1	PHTF1
NM_001323047.1	PHTF1
NM_001323050.1	PHTF1
NR_136568.1	PHTF1
NM_001323048.1	PHTF1
NM_001323051.1	PHTF1
NM_001323053.1	PHTF1
NM_001323052.1	PHTF1
NR_130896.1	RSBN1
NM_018364.4	RSBN1
NR_125965.1	AP4B1-AS1
NM_015967.6	PTPN22
NM_001193431.2	PTPN22
NM_012411.5	PTPN22
NM_001308297.1	PTPN22
NR_037864.1	AP4B1-AS1
NM_001010922.2	BCL2L15
NM_001253852.2	AP4B1
NM_001308312.1	AP4B1
NM_006594.4	AP4B1
NM_001253853.2	AP4B1
NM_001319947.1	DCLRE1B
NM_001319946.1	DCLRE1B
NM_022836.3	DCLRE1B
NR_110725.1	HIPK1-AS1
NR_110726.1	HIPK1-AS1
NM_152696.3	HIPK1
NM_198268.2	HIPK1
NM_198269.2	HIPK1
NM_181358.2	HIPK1
NM_020190.3	OLFML3
NM_001286353.1	OLFML3
NM_001286352.1	OLFML3
NM_205848.3	SYT6
NM_001270805.1	SYT6
NM_015906.3	TRIM33
NM_033020.2	TRIM33
NM_005872.2	BCAS2
NM_001256404.1	DENND2C
NM_198459.3	DENND2C
NM_000036.2	AMPD1
NM_001172626.1	AMPD1
NM_002524.4	NRAS
NM_001242891.1	CSDE1
NM_001130523.2	CSDE1
NM_001007553.2	CSDE1
NM_007158.5	CSDE1
NM_001242892.1	CSDE1
NM_001242893.1	CSDE1
NR_049741.1	SIKE1
NM_001102396.1	SIKE1
NM_025073.2	SIKE1
NR_049742.1	SIKE1
NM_003176.3	SYCP1
NR_104211.1	SYCP1
NM_001282542.1	SYCP1
NM_001282541.1	SYCP1
NM_000549.4	TSHB
NM_001277991.1	TSHB
NM_005725.5	TSPAN2
NM_001308316.1	TSPAN2
NM_001308315.1	TSPAN2
NM_002506.2	NGF
NM_001172411.1	VANGL1
NM_138959.2	VANGL1
NM_001172412.1	VANGL1
NM_001232.3	CASQ2
NM_001111061.1	NHLH2
NM_005599.3	NHLH2
NR_125969.1	LINC01649
NR_125970.1	LOC101928977
NM_018420.2	SLC22A15
NM_152367.2	MAB21L3
NM_000701.7	ATP1A1
NM_001160233.1	ATP1A1
NM_001160234.1	ATP1A1
NR_027646.1	ATP1A1-AS1
NR_027645.1	ATP1A1-AS1
NR_024124.2	ATP1A1-AS1
NR_024125.2	ATP1A1-AS1
NR_024126.1	ATP1A1-AS1
NR_125972.1	LINC01762
NR_125973.1	LINC01762
NR_026665.1	CD58
NM_001779.2	CD58
NM_001144822.1	CD58
NR_039621.1	MIR548AC
NM_001542.3	IGSF3
NM_001007237.2	IGSF3
NR_031564.1	MIR320B1
NM_001013643.1	C1orf137
NM_001767.4	CD2
NM_001328609.1	CD2
NM_020440.3	PTGFRN
NM_001256111.2	CD101
NM_001256109.2	CD101
NM_001256106.2	CD101
NM_004258.5	CD101
NR_110786.1	LOC101929099
NM_003594.3	TTF2
NR_030640.1	MIR942
NM_025188.3	TRIM45
NM_001145635.1	TRIM45
NM_001253849.1	VTCN1
NR_045603.1	VTCN1
NM_024626.3	VTCN1
NR_045604.1	VTCN1
NM_001253850.1	VTCN1
NR_126408.1	LINC01525
NM_006699.3	MAN1A2
NR_121626.1	LOC100996263
NM_017709.3	FAM46C
NM_017686.3	GDAP2
NM_001135589.2	GDAP2
NM_006784.2	WDR3
NM_206996.2	SPAG17
NM_001330677.1	TBX15
NM_152380.2	TBX15
NR_135034.1	LOC105378933
NR_135035.1	LOC105378933
NM_201263.2	WARS2
NM_015836.3	WARS2
NR_126447.1	WARS2-IT1
NR_125977.1	LOC101929147
NR_125974.1	LOC101929147
NR_125976.1	LOC101929147
NR_125975.1	LOC101929147
NM_016527.3	HAO2
NM_001005783.2	HAO2
NR_046780.1	HAO2-IT1
NM_001166120.1	HSD3B2
NM_000198.3	HSD3B2
NM_001328615.1	HSD3B1
NM_000862.2	HSD3B1
NR_033781.1	HSD3BP4
NR_036540.1	LINC00622
NM_001080470.1	ZNF697
NM_006623.3	PHGDH
NM_005518.3	HMGCS2
NM_001166107.1	HMGCS2
NM_001159352.1	REG4
NM_032044.3	REG4
NM_001159353.1	REG4
NM_001047980.2	NBPF7
NM_021794.3	ADAM30
NM_024408.3	NOTCH2
NM_001200001.1	NOTCH2
NM_001100910.1	FAM72B
NM_001320149.1	FAM72B
NR_027337.1	HIST2H2BA
NR_045213.1	FCGR1B
NM_001017986.3	FCGR1B
NM_001004340.3	FCGR1B
NM_001244910.1	FCGR1B
NR_104189.1	SRGAP2-AS1
NM_001271872.2	SRGAP2C
NM_001329984.1	SRGAP2C
NR_003955.1	EMBP1
NR_046228.1	ANKRD20A12P
NR_110761.1	LOC102723769
NM_207418.2	FAM72D
NM_001345942.1	FAM72D
NR_144320.1	FAM72D
NM_001277444.1	NBPF9
NM_001037675.3	NBPF9
NM_014644.5	PDE4DIP
NM_001198834.3	PDE4DIP
NM_001198832.2	PDE4DIP
NM_001002812.2	PDE4DIP
NM_001002811.2	PDE4DIP
NM_001002810.3	PDE4DIP
NM_001195261.1	PDE4DIP
NM_001195260.1	PDE4DIP
NM_022359.5	PDE4DIP
NM_203458.4	NOTCH2NL
NM_001302371.1	NBPF10
NM_001039703.5	NBPF10
NR_125967.1	LINC01719
NR_125968.1	LINC01719
NR_104085.1	RNVU1-6
NM_213652.3	HFE2
NM_202004.3	HFE2
NM_145277.4	HFE2
NM_001316767.1	HFE2
NM_213653.3	HFE2
NM_006472.5	TXNIP
NM_001313972.1	TXNIP
NM_032305.2	POLR3GL
NM_001330685.1	POLR3GL
NM_001039888.3	ANKRD34A
NM_153713.2	LIX1L
NM_005105.4	RBM8A
NR_104033.1	GNRHR2
NR_002328.4	GNRHR2
NR_104034.1	GNRHR2
NR_073491.1	PEX11B
NR_073492.1	PEX11B
NM_003846.2	PEX11B
NM_001184795.1	PEX11B
NR_073493.2	PEX11B
NM_001303041.1	ITGA10
NM_001303040.1	ITGA10
NM_003637.4	ITGA10
NM_001280799.1	ANKRD35
NM_144698.4	ANKRD35
NM_006099.3	PIAS3
NR_106794.1	MIR6736
NM_001012758.2	NUDT17
NM_001303456.1	POLR3C
NM_006468.7	POLR3C
NM_014455.3	RNF115
NM_007053.3	CD160
NR_103845.1	CD160
NM_001201326.1	PDZK1
NM_001201325.1	PDZK1
NM_002614.4	PDZK1
NM_001097613.2	GPR89A
NR_036541.1	GPR89A
NM_001097612.1	GPR89A
NM_001278141.1	NBPF12
NR_024442.2	LOC728989
NR_121645.1	RNVU1-8
NR_103466.1	NBPF13P
NM_005399.4	PRKAB2
NR_103871.1	PRKAB2
NR_103870.1	PRKAB2
NR_002305.1	PDIA3P1
NM_001144829.2	FMO5
NM_001144830.2	FMO5
NM_001461.3	FMO5
NM_001256338.1	CHD1L
NM_001256337.1	CHD1L
NM_001256336.1	CHD1L
NM_024568.2	CHD1L
NR_046070.1	CHD1L
NM_004284.4	CHD1L
NR_038423.2	LINC00624
NM_004326.3	BCL9
NM_016361.4	ACP6
NR_136634.1	ACP6
NR_136636.1	ACP6
NR_136633.1	ACP6
NR_136635.1	ACP6
NM_001323625.1	ACP6
NM_181703.3	GJA5
NM_005266.6	GJA5
NM_005267.4	GJA8
NM_016334.3	GPR89B
NR_111936.1	PDZK1P1
NR_004426.2	RNVU1-7
NM_001101663.4	NBPF11
NR_046188.3	NBPF11
NM_183372.5	NBPF11
NR_110864.1	NBPF11
NR_135559.1	LOC100505824
NR_120331.1	LOC101927468
NR_049810.1	MIR5087
NR_104082.1	RNVU1-1
NR_106967.1	MIR6077
NR_111930.1	LOC100132057
NR_104081.1	RNVU1-3
NR_027468.3	LINC01138
NR_104014.2	LINC01138
NM_001123068.1	PPIAL4G
NM_001164261.1	PPIAL4D
NR_104075.1	RNVU1-14
NM_001170755.2	NBPF15
NM_173638.4	NBPF15
NR_104076.1	RNVU1-15
NM_001144032.2	PPIAL4E
NM_001164262.2	PPIAL4F
NR_136328.1	LOC101927429
NR_111001.1	DRD5P2
NR_027356.2	LOC645166
NR_027355.2	LOC645166
NR_027354.2	LOC645166
NR_104078.1	RNVU1-17
NR_004400.1	RNVU1-18
NM_001013644.2	LOC388692
NR_027484.2	FCGR1CP
NR_144349.1	FAM72C
NM_001346070.1	FAM72C
NM_001346067.1	FAM72C
NM_001135789.3	PPIAL4C
NR_111953.1	LINC00869
NR_111951.1	LINC00869
NR_111952.1	LINC00869
NR_111950.1	LINC00869
NR_145442.1	FAM231D
NM_001348147.1	FAM231D
NM_001161334.1	HIST2H2BF
NM_000566.3	FCGR1A
NM_001024599.4	HIST2H2BF
NM_001123375.2	HIST2H3D
NM_003548.2	HIST2H4A
NM_021059.2	HIST2H3C
NM_003516.2	HIST2H2AA3
NR_036461.1	HIST2H2BC
NM_001040874.1	HIST2H2AA4
NM_001005464.2	HIST2H3A
NM_001034077.4	HIST2H4B
NM_003528.2	HIST2H2BE
NM_003517.2	HIST2H2AC
NM_175065.2	HIST2H2AB
NM_016074.4	BOLA1
NM_001321025.1	BOLA1
NM_001321026.1	BOLA1
NM_001278719.1	SV2A
NM_014849.4	SV2A
NM_001328674.1	SV2A
NM_001328675.1	SV2A
NM_005850.4	SF3B4
NM_181873.3	MTMR11
NM_001145862.1	MTMR11
NM_020205.3	OTUD7B
NM_001279353.1	VPS45
NM_007259.4	VPS45
NM_001279355.1	VPS45
NR_103998.1	VPS45
NM_001279354.1	VPS45
NM_001304724.1	PLEKHO1
NM_001304722.1	PLEKHO1
NM_016274.5	PLEKHO1
NM_001304723.1	PLEKHO1
NR_135098.1	LOC105371433
NM_001136479.2	ANP32E
NM_030920.4	ANP32E
NM_001280559.1	ANP32E
NM_001280560.1	ANP32E
NM_001136478.3	ANP32E
NM_012113.2	CA14
NM_016022.3	APH1A
NM_001077628.2	APH1A
NR_045035.1	APH1A
NR_045033.1	APH1A
NM_001243772.1	APH1A
NM_001243771.1	APH1A
NR_045034.1	APH1A
NM_001301040.1	C1orf54
NM_001301039.1	C1orf54
NM_024579.3	C1orf54
NM_001301041.1	C1orf54
NM_001301042.1	C1orf54
NM_001300840.1	CIART
NM_001300839.1	CIART
NM_001300838.1	CIART
NM_144697.3	CIART
NM_001300841.1	CIART
NM_031901.5	MRPS21
NM_018997.3	MRPS21
NM_004698.2	PRPF3
NM_001297673.1	RPRD2
NM_001297674.1	RPRD2
NM_015203.4	RPRD2
NR_073513.1	TARS2
NR_073514.1	TARS2
NM_001271896.1	TARS2
NM_001271895.1	TARS2
NM_025150.4	TARS2
NR_106938.1	MIR6878
NM_001202858.1	ECM1
NM_022664.2	ECM1
NM_004425.3	ECM1
NR_051960.1	FALEC
NM_025008.4	ADAMTSL4
NM_019032.5	ADAMTSL4
NM_001288607.1	ADAMTSL4
NM_001288608.1	ADAMTSL4
NR_036211.1	MIR4257
NR_104133.1	ADAMTSL4-AS1
NM_021960.4	MCL1
NM_182763.2	MCL1
NM_001197320.1	MCL1
NM_207045.1	ENSA
NM_207046.1	ENSA
NM_207042.1	ENSA
NM_004436.2	ENSA
NM_207043.1	ENSA
NM_207044.1	ENSA
NM_207047.1	ENSA
NM_207168.1	ENSA
NM_018178.5	GOLPH3L
NM_032132.4	HORMAD1
NM_001199829.1	HORMAD1
NM_004079.4	CTSS
NM_001199739.1	CTSS
NM_000396.3	CTSK
NM_001286035.1	ARNT
NM_001668.3	ARNT
NM_001286036.1	ARNT
NM_178427.2	ARNT
NM_001197325.1	ARNT
NM_001243491.1	SETDB1
NM_012432.3	SETDB1
NM_001145415.1	SETDB1
NM_181746.3	CERS2
NM_022075.4	CERS2
NM_003568.2	ANXA9
NM_001163259.1	FAM63A
NM_001163260.1	FAM63A
NM_001040217.2	FAM63A
NM_001319998.1	FAM63A
NM_018379.4	FAM63A
NM_001163258.1	FAM63A
NR_130130.1	PRUNE1
NR_130132.1	PRUNE1
NR_130131.1	PRUNE1
NR_130135.1	PRUNE1
NM_001303229.1	PRUNE1
NM_001303243.1	PRUNE1
NM_001303242.1	PRUNE1
NM_021222.2	PRUNE1
NM_138278.3	BNIPL
NM_001159642.1	BNIPL
NM_017860.4	C1orf56
NM_001038707.1	CDC42SE1
NM_020239.3	CDC42SE1
NM_006818.3	MLLT11
NM_001323913.1	GABPB2
NM_001323909.1	GABPB2
NM_001323907.1	GABPB2
NM_001323910.1	GABPB2
NM_001323908.1	GABPB2
NM_001323912.1	GABPB2
NM_001323911.1	GABPB2
NM_001323906.1	GABPB2
NM_144618.2	GABPB2
NM_001178061.1	SEMA6C
NM_030913.4	SEMA6C
NM_001178062.1	SEMA6C
NM_024575.4	TNFAIP8L2
NR_144937.1	TNFAIP8L2-SCNM1
NM_001204848.1	TNFAIP8L2-SCNM1
NM_212551.4	LYSMD1
NM_001136543.1	LYSMD1
NR_037937.1	SCNM1
NM_024041.3	SCNM1
NM_001204856.1	SCNM1
NM_013353.2	TMOD4
NM_001271087.1	VPS72
NM_005997.2	VPS72
NM_001271088.1	VPS72
NM_001330689.1	PIP5K1A
NM_001135637.1	PIP5K1A
NM_003557.2	PIP5K1A
NM_001135636.1	PIP5K1A
NM_001135638.1	PIP5K1A
NM_001330692.1	PSMD4
NM_002810.2	PSMD4
NR_135595.1	LOC100507670
NM_001304764.1	ZNF687
NM_020832.2	ZNF687
NM_001304763.1	ZNF687
NM_001330721.1	PI4KB
NM_001198773.2	PI4KB
NM_002651.3	PI4KB
NM_001198774.1	PI4KB
NM_001198775.2	PI4KB
NM_000449.3	RFX5
NM_001025603.1	RFX5
NR_131972.1	GBAT2
NM_001258289.1	SELENBP1
NM_003944.3	SELENBP1
NM_001258288.1	SELENBP1
NM_002796.2	PSMB4
NM_207171.2	POGZ
NM_015100.3	POGZ
NM_001194937.1	POGZ
NM_145796.3	POGZ
NM_001194938.1	POGZ
NM_020770.2	CGN
NM_001126337.1	TUFT1
NM_020127.2	TUFT1
NM_001301317.1	TUFT1
NR_030280.1	MIR554
NM_001330723.1	SNX27
NM_030918.5	SNX27
NM_001172648.3	CELF3
NM_007185.6	CELF3
NM_001291106.1	CELF3
NM_001172649.3	CELF3
NM_001291107.1	CELF3
NM_001144956.1	RIIAD1
NR_125331.1	MRPL9
NM_031420.3	MRPL9
NM_001300733.1	MRPL9
NM_001134939.1	OAZ3
NM_001301371.1	OAZ3
NM_016178.2	OAZ3
NM_006862.3	TDRKH
NM_001083965.1	TDRKH
NM_001083964.1	TDRKH
NM_001083963.1	TDRKH
NM_001004432.3	LINGO4
NM_001001523.1	RORC
NM_005060.3	RORC
NM_001136003.1	C2CD4D
NR_024237.1	LOC100132111
NM_182578.3	THEM5
NM_053055.4	THEM4
NM_002966.2	S100A10
NR_103561.1	NBPF18P
NM_005620.1	S100A11
NM_001310142.1	LOC100131107
NM_001008536.1	TCHHL1
NM_007113.3	TCHH
NM_001122965.1	RPTN
NM_001009931.2	HRNR
NM_002016.1	FLG
NR_103778.1	FLG-AS1
NR_103779.1	FLG-AS1
NM_001014342.2	FLG2
NM_016190.2	CRNN
NM_178438.4	LCE5A
NM_019060.2	CRCT1
NM_178435.3	LCE3E
NM_032563.1	LCE3D
NM_178434.2	LCE3C
NM_178433.1	LCE3B
NM_178431.1	LCE3A
NR_145430.1	LINC00302
NM_178430.3	LCE2D
NM_178429.3	LCE2C
NM_014357.4	LCE2B
NM_178428.3	LCE2A
NM_178356.3	LCE4A
NM_001024679.2	C1orf68
NM_001025231.1	KPRP
NM_178354.2	LCE1F
NM_178353.1	LCE1E
NM_178352.2	LCE1D
NM_178351.3	LCE1C
NM_001276331.1	LCE1C
NM_178349.1	LCE1B
NM_178348.2	LCE1A
NM_001128600.1	LCE6A
NM_030663.2	SMCP
NM_005547.2	IVL
NM_173080.2	SPRR4
NM_005987.3	SPRR1A
NM_001199828.1	SPRR1A
NM_001097589.1	SPRR3
NM_005416.2	SPRR3
NM_003125.2	SPRR1B
NM_006945.4	SPRR2D
NM_005988.2	SPRR2A
NM_001017418.2	SPRR2B
NM_001024209.3	SPRR2E
NM_001014450.2	SPRR2F
NR_003062.1	SPRR2C
NM_001014291.3	SPRR2G
NR_110685.1	LOC101928009
NM_001010857.2	LELP1
NM_001195571.1	PRR9
NM_000427.2	LOR
NM_052891.2	PGLYRP3
NM_020393.3	PGLYRP4
NM_002965.3	S100A9
NM_005621.1	S100A12
NM_001319201.1	S100A8
NM_001319196.1	S100A8
NM_001319197.1	S100A8
NM_002964.4	S100A8
NM_001319198.1	S100A8
NM_176823.3	S100A7A
NM_001045479.1	S100A7L2
NM_002963.3	S100A7
NM_014624.3	S100A6
NM_002962.1	S100A5
NM_019554.2	S100A4
NM_002961.2	S100A4
NR_125947.1	LOC101928034
NM_002960.1	S100A3
NM_005978.3	S100A2
NM_001317007.1	S100A16
NM_001317008.1	S100A16
NR_133645.1	S100A16
NM_080388.2	S100A16
NM_020672.2	S100A14
NM_001024213.1	S100A13
NM_001024212.1	S100A13
NM_001024211.1	S100A13
NM_005979.2	S100A13
NM_001024210.1	S100A13
NM_006271.1	S100A1
NM_001244664.1	CHTOP
NM_001317077.1	CHTOP
NM_015607.3	CHTOP
NM_001206612.1	CHTOP
NR_052020.1	SNAPIN
NR_052019.1	SNAPIN
NM_012437.5	SNAPIN
NM_001267809.1	ILF2
NM_004515.3	ILF2
NM_000906.3	NPR1
NR_107050.1	MIR8083
NM_001324475.1	INTS3
NM_023015.4	INTS3
NM_001317929.1	SLC27A3
NM_024330.1	SLC27A3
NR_126565.1	LOC343052
NM_020699.3	GATAD2B
NM_014856.2	DENND4B
NM_181715.2	CRTC2
NM_001271957.1	SLC39A1
NM_001271959.1	SLC39A1
NM_001271958.1	SLC39A1
NM_001271961.1	SLC39A1
NM_014437.4	SLC39A1
NM_001271960.1	SLC39A1
NR_106795.1	MIR6737
NM_001255980.1	CREB3L4
NR_045658.1	CREB3L4
NM_001255978.1	CREB3L4
NM_130898.3	CREB3L4
NM_001255981.1	CREB3L4
NM_001255979.1	CREB3L4
NM_006694.3	JTB
NM_001272038.1	RAB13
NR_073553.1	RAB13
NM_002870.3	RAB13
NM_001030.4	RPS27
NM_207308.2	NUP210L
NM_001159484.1	NUP210L
NR_049883.1	MIR5698
NM_001278191.1	TPM3
NM_001278189.1	TPM3
NM_001043352.1	TPM3
NM_153649.3	TPM3
NR_103461.1	TPM3
NM_001278190.1	TPM3
NM_001043353.1	TPM3
NM_001043351.1	TPM3
NM_001278188.1	TPM3
NM_152263.3	TPM3
NR_103460.1	TPM3
NR_030600.1	MIR190B
NM_001010979.2	C1orf189
NM_001098616.2	C1orf43
NM_001297720.1	C1orf43
NM_001297717.1	C1orf43
NM_015449.3	C1orf43
NM_138740.3	C1orf43
NM_001297718.1	C1orf43
NM_001297723.1	C1orf43
NM_001297721.1	C1orf43
NM_001127320.2	UBAP2L
NM_001287815.1	UBAP2L
NM_014847.3	UBAP2L
NM_001287816.1	UBAP2L
NM_001330730.1	UBAP2L
NM_001018837.1	HAX1
NM_006118.3	HAX1
NM_080429.2	AQP10
NM_001005855.1	ATP8B2
NM_020452.3	ATP8B2
NM_001206866.1	IL6R
NM_181359.2	IL6R
NM_000565.3	IL6R
NM_001010846.2	SHE
NR_135169.1	SHE
NM_182499.3	TDRD10
NM_001098475.1	TDRD10
NM_017582.6	UBE2Q1
NR_046668.1	UBE2Q1-AS1
NM_000748.2	CHRNB2
NM_001193495.1	ADAR
NM_001111.4	ADAR
NM_015840.3	ADAR
NM_015841.3	ADAR
NM_001025107.2	ADAR
NM_170782.2	KCNN3
NM_001204087.1	KCNN3
NM_002249.5	KCNN3
NM_001323011.1	PMVK
NM_006556.3	PMVK
NM_001323012.1	PMVK
NM_020524.3	PBXIP1
NM_001317734.1	PBXIP1
NM_001317735.1	PBXIP1
NM_138300.3	PYGO2
NM_001321726.1	LOC101928120
NM_001130040.1	SHC1
NM_183001.4	SHC1
NM_003029.4	SHC1
NM_001202859.1	SHC1
NM_001130041.1	SHC1
NM_001826.2	CKS1B
NR_024163.1	CKS1B
NR_036212.1	MIR4258
NM_001184892.1	FLAD1
NM_201398.2	FLAD1
NM_001184891.1	FLAD1
NM_025207.4	FLAD1
NM_018655.2	LENEP
NR_045515.1	ZBTB7B
NR_049765.1	ZBTB7B
NR_046206.1	ZBTB7B
NM_001256455.1	ZBTB7B
NM_001252406.2	ZBTB7B
NM_144622.2	DCST2
NM_001143687.2	DCST1
NM_152494.3	DCST1
NR_040772.1	DCST1-AS1
NR_040773.1	DCST1-AS1
NM_001261466.1	ADAM15
NM_207191.2	ADAM15
NM_001261465.1	ADAM15
NM_003815.4	ADAM15
NM_207195.2	ADAM15
NR_048579.1	ADAM15
NM_207196.2	ADAM15
NR_048577.1	ADAM15
NM_207194.2	ADAM15
NM_207197.2	ADAM15
NR_048578.1	ADAM15
NM_001261464.1	ADAM15
NM_182689.1	EFNA4
NM_182690.2	EFNA4
NM_005227.2	EFNA4
NM_004952.4	EFNA3
NM_182685.1	EFNA1
NM_004428.2	EFNA1
NM_001287592.1	SLC50A1
NM_001287591.1	SLC50A1
NM_001287590.1	SLC50A1
NM_001287586.1	SLC50A1
NM_001287589.1	SLC50A1
NM_001122837.1	SLC50A1
NM_001287588.1	SLC50A1
NM_001122839.1	SLC50A1
NM_018845.3	SLC50A1
NM_001287587.1	SLC50A1
NM_018973.3	DPM3
NM_153741.1	DPM3
NM_173852.3	KRTCAP2
NM_001282379.1	TRIM46
NR_104150.1	TRIM46
NM_001282378.1	TRIM46
NM_025058.4	TRIM46
NR_046327.1	TRIM46
NM_001256600.1	TRIM46
NM_001256599.1	TRIM46
NM_001256601.1	TRIM46
NR_046329.1	TRIM46
NM_001204286.1	MUC1
NM_001204287.1	MUC1
NM_001204297.1	MUC1
NM_001018016.2	MUC1
NM_001204288.1	MUC1
NM_001204295.1	MUC1
NM_001044392.2	MUC1
NM_001204296.1	MUC1
NM_001204292.1	MUC1
NM_001204291.1	MUC1
NM_001204289.1	MUC1
NM_001204285.1	MUC1
NM_002456.5	MUC1
NM_001204293.1	MUC1
NM_001018017.2	MUC1
NM_001044391.2	MUC1
NM_001044390.2	MUC1
NM_001044393.2	MUC1
NM_001204294.1	MUC1
NM_001204290.1	MUC1
NR_030281.1	MIR92B
NR_045553.1	THBS3
NM_007112.4	THBS3
NM_001252607.1	THBS3
NM_001252608.1	THBS3
NM_198883.3	MTX1
NM_002455.4	MTX1
NR_002188.3	GBAP1
NM_001171812.1	GBA
NM_000157.3	GBA
NM_001005741.2	GBA
NM_001005742.2	GBA
NM_001171811.1	GBA
NM_006589.2	FAM189B
NM_001267608.1	FAM189B
NM_198264.1	FAM189B
NM_005698.3	SCAMP3
NM_052837.2	SCAMP3
NM_001294338.1	CLK2
NM_003993.3	CLK2
NM_001294339.1	CLK2
NR_073074.1	HCN3
NM_020897.2	HCN3
NM_181871.3	PKLR
NM_000298.5	PKLR
NM_001242825.1	FDPS
NM_001135822.1	FDPS
NM_001242824.1	FDPS
NM_002004.3	FDPS
NM_001135821.1	FDPS
NR_145425.1	RUSC1-AS1
NR_145424.1	RUSC1-AS1
NR_145426.1	RUSC1-AS1
NM_001105204.1	RUSC1
NM_001105203.1	RUSC1
NM_001105205.1	RUSC1
NM_001278227.1	RUSC1
NM_001278229.1	RUSC1
NM_014328.4	RUSC1
NM_001278228.1	RUSC1
NR_103478.1	RUSC1
NM_001278230.1	RUSC1
NM_018489.2	ASH1L
NR_030282.1	MIR555
NR_034180.1	POU5F1P4
NR_027023.1	ASH1L-AS1
NR_046295.1	MSTO1
NM_001256533.1	MSTO1
NM_001256532.1	MSTO1
NM_018116.3	MSTO1
NR_046292.1	MSTO1
NR_046293.1	MSTO1
NR_046294.1	MSTO1
NM_001198899.1	YY1AP1
NM_001198903.1	YY1AP1
NM_001198904.1	YY1AP1
NM_001198902.1	YY1AP1
NM_139119.2	YY1AP1
NM_018253.3	YY1AP1
NM_001198905.1	YY1AP1
NM_001198900.1	YY1AP1
NM_139121.2	YY1AP1
NM_001198901.1	YY1AP1
NM_001198906.1	YY1AP1
NM_139118.2	YY1AP1
NR_132762.1	SCARNA26A
NM_001199851.1	DAP3
NM_001199850.1	DAP3
NM_001199849.1	DAP3
NM_004632.3	DAP3
NM_033657.2	DAP3
NR_024117.2	MSTO2P
NM_001282860.1	GON4L
NM_001282858.1	GON4L
NM_001282856.1	GON4L
NM_001282861.1	GON4L
NM_032292.5	GON4L
NR_132767.1	SCARNA26B
NM_152280.4	SYT11
NM_001256821.1	RIT1
NM_006912.5	RIT1
NM_001256820.1	RIT1
NM_014949.3	KIAA0907
NR_002974.1	SNORA80E
NR_003005.1	SCARNA4
NM_181885.2	RXFP4
NM_004723.3	ARHGEF2
NM_001162383.1	ARHGEF2
NM_001162384.1	ARHGEF2
NR_106796.1	MIR6738
NM_003145.3	SSR2
NM_020131.4	UBQLN4
NM_001304342.1	UBQLN4
NM_001145264.1	LAMTOR2
NM_014017.3	LAMTOR2
NR_133653.1	RAB25
NM_020387.3	RAB25
NM_001093725.1	MEX3A
NM_001282625.1	LMNA
NM_005572.3	LMNA
NM_170708.3	LMNA
NM_001282626.1	LMNA
NM_170707.3	LMNA
NM_001282624.1	LMNA
NM_001257374.2	LMNA
NM_001193301.1	SEMA4A
NM_001193300.1	SEMA4A
NM_022367.3	SEMA4A
NM_001193302.1	SEMA4A
NR_104412.1	SLC25A44
NR_104411.1	SLC25A44
NM_014655.3	SLC25A44
NM_001286184.1	SLC25A44
NR_104408.1	SLC25A44
NM_001199653.1	PMF1
NM_007221.3	PMF1
NM_001199654.1	PMF1
NM_001199664.1	PMF1-BGLAP
NM_001199663.1	PMF1-BGLAP
NM_001199661.1	PMF1-BGLAP
NM_001199662.1	PMF1-BGLAP
NM_199173.5	BGLAP
NM_024897.3	PAQR6
NM_001272107.1	PAQR6
NM_001272104.1	PAQR6
NM_001272110.1	PAQR6
NM_001272105.1	PAQR6
NM_198406.2	PAQR6
NM_001272111.1	PAQR6
NM_001272108.1	PAQR6
NM_001272113.1	PAQR6
NM_001272106.1	PAQR6
NM_001272109.1	PAQR6
NR_073610.1	PAQR6
NM_001272112.1	PAQR6
NM_015327.2	SMG5
NM_001323616.1	SMG5
NM_001323614.1	SMG5
NM_001323615.1	SMG5
NM_001323617.1	SMG5
NR_026678.1	TMEM79
NM_032323.2	TMEM79
NM_001256609.1	GLMP
NM_144580.2	GLMP
NM_001256604.1	GLMP
NM_001256608.1	GLMP
NM_001256605.1	GLMP
NM_001004319.2	VHLL
NR_036565.1	CCT3
NR_036564.1	CCT3
NM_005998.4	CCT3
NM_001008800.2	CCT3
NM_144627.4	TSACC
NM_001304822.1	TSACC
NM_001304818.1	TSACC
NR_130913.1	TSACC
NM_001304823.1	TSACC
NM_001304817.1	TSACC
NM_001304826.1	TSACC
NM_001304824.1	TSACC
NM_001304819.1	TSACC
NM_001304825.1	TSACC
