Sequence id	Molecular Weight(Da)	Residues
AT5G55650.1	17650	154
AT5G61160.1	51076	452
AT5G55640.1	16475	149
AT5G61170.1	15697	143
AT5G35370.1	96047	872
AT5G35390.1	73054	657
AT5G05490.1	71229	627
AT5G05490.2	70254	617
AT5G55570.1	15741	143
AT5G61080.1	39321	348
AT5G61090.1	36762	344
AT5G61100.1	25579	227
AT5G61070.1	76635	682
AT5G55565.1	7024	64
AT5G61060.1	72723	660
AT5G61040.1	66267	590
AT5G61050.1	27936	252
AT5G61110.1	17249	161
AT5G05470.1	38801	344
AT5G05480.1	68435	608
AT5G05460.1	76351	680
AT5G05450.1	66940	593
AT5G35360.1	58388	537
AT5G35360.2	54165	499
AT5G35400.1	47653	420
AT5G35410.1	50635	446
AT5G05520.1	58520	524
AT5G05640.1	36135	323
AT5G05650.1	14334	125
AT5G05657.1	18435	160
AT5G05657.2	15651	137
AT5G05660.1	98883	880
AT5G05630.1	53694	490
AT5G28190.1	95494	839
AT5G05620.1	53278	474
AT5G55750.1	18296	175
AT5G28180.1	40264	352
AT5G55760.1	52642	473
AT5G55770.1	80732	695
AT5G55780.1	79298	685
AT5G55820.1	203023	1826
AT5G55830.1	75843	681
AT5G28220.1	34966	316
AT5G55810.1	26923	238
AT5G28210.1	73832	625
AT5G55790.1	21714	191
AT5G55800.1	66713	578
AT5G55740.1	92138	830
AT5G55730.1	44850	424
AT5G55720.1	43682	392
AT5G05560.1	186278	1678
AT5G35430.1	86739	786
AT5G05550.1	28192	246
AT5G05550.2	28563	249
AT5G05540.1	53183	466
AT5G05530.1	23166	199
AT5G05570.1	122661	1124
AT5G55560.1	35532	314
AT5G05580.1	50137	435
AT5G05600.1	42177	371
AT5G55700.1	60118	531
AT5G55710.1	23652	209
AT5G28170.1	22506	203
AT5G55690.1	31700	277
AT5G55680.1	20833	208
AT5G05610.1	27223	241
AT5G05610.2	27223	241
AT5G55660.1	87207	778
AT5G55670.1	76434	710
AT5G05590.2	28315	255
AT5G05590.1	29620	275
AT5G11090.1	23757	217
AT5G61030.1	29985	309
AT5G55540.1	156950	1380
AT5G05290.1	27749	255
AT5G35280.1	22977	205
AT5G11110.1	116967	1047
AT5G05300.1	10555	102
AT5G11100.1	64177	574
AT5G05280.1	19120	176
AT5G35270.1	24412	212
AT5G05270.1	23332	209
AT5G05270.2	23332	209
AT5G35260.1	32121	272
AT5G35290.1	8393	78
AT5G11120.1	18184	162
AT5G05310.1	50574	469
AT5G05310.2	53582	496
AT5G05310.3	55616	511
AT5G11160.1	20758	191
AT5G11170.2	39081	344
AT5G11170.1	48325	427
AT5G11150.1	25321	221
AT5G11140.1	27618	241
AT5G05340.1	34216	324
AT5G05320.1	45607	406
AT5G11130.1	39299	336
AT5G05330.1	25934	220
AT5G05330.2	18565	157
AT5G35250.1	43349	384
AT5G55430.1	16682	149
AT5G05260.1	59168	523
AT5G35230.1	40636	366
AT5G60860.1	24277	217
AT5G55370.1	39807	343
AT5G60870.1	47332	445
AT5G60870.2	40788	383
AT5G60870.3	29140	276
AT5G55380.1	38734	341
AT5G55360.1	39409	342
AT5G55350.1	39826	345
AT5G60850.1	32741	307
AT5G55330.1	40396	346
AT5G55340.1	38036	333
AT5G60880.1	29123	262
AT5G60880.2	23379	208
AT5G55390.1	146789	1297
AT5G60890.1	32743	295
AT5G60930.1	145224	1294
AT5G35210.1	174286	1576
AT5G35210.2	157222	1409
AT5G35220.1	59501	548
AT5G60920.1	51203	456
AT5G60910.1	27537	242
AT5G60910.2	20511	180
AT5G55400.1	79789	714
AT5G55410.1	11916	107
AT5G55410.2	12266	110
AT5G60900.1	84524	748
AT5G55440.1	41513	365
AT5G55450.1	11004	104
AT5G60940.1	47066	429
AT5G60940.2	37468	337
AT5G35338.2	17889	155
AT5G11200.1	48338	427
AT5G05410.1	37703	335
AT5G05410.2	33983	302
AT5G11210.1	93471	829
AT5G05400.1	99758	874
AT5G11190.1	21410	189
AT5G11180.1	101713	906
AT5G05390.1	62734	565
AT5G05420.1	15339	143
AT5G11220.1	30098	265
AT5G05430.1	17497	158
AT5G55510.1	22524	214
AT5G55520.1	91314	805
AT5G55520.2	90858	801
AT5G55530.1	44127	405
AT5G55530.3	44127	405
AT5G55530.2	44127	405
AT5G11270.1	39112	354
AT5G11260.1	18464	168
AT5G11250.1	134221	1189
AT5G11230.1	39271	351
AT5G05440.1	22662	203
AT5G11240.1	66885	615
AT5G05380.1	23530	217
AT5G05370.1	8418	72
AT5G55490.1	67964	593
AT5G60980.1	49416	459
AT5G60980.2	49544	460
AT5G55500.1	60235	534
AT5G60970.1	40163	360
AT5G55480.1	84165	766
AT5G60960.1	59144	521
AT5G55460.1	11691	109
AT5G60950.1	22480	204
AT5G55470.1	58872	529
AT5G60990.1	51148	456
AT5G55550.1	48834	448
AT5G55550.3	50350	460
AT5G55550.2	50350	460
AT5G55507.1	10856	91
AT5G61010.1	73486	639
AT5G61010.2	73486	639
AT5G05360.2	16899	153
AT5G05360.1	17998	163
AT5G05350.1	59683	526
AT5G35330.1	30768	272
AT5G35330.2	30768	272
AT5G35320.1	25993	225
AT5G35300.1	11010	102
AT5G61020.1	55226	495
AT5G61020.2	54985	493
AT5G61000.1	70264	629
AT5G34887.1	12791	115
AT5G60360.1	38959	358
AT5G60360.2	38902	357
AT5G60360.3	39584	361
AT5G17230.1	47487	422
AT5G17230.2	47487	422
AT5G17240.1	55873	491
AT5G17250.1	97928	884
AT5G17260.1	54829	476
AT5G44240.1	124838	1107
AT5G44230.1	73671	657
AT5G17220.1	24581	214
AT5G44210.1	22267	200
AT5G44220.1	34069	295
AT5G23420.1	26982	241
AT5G17270.1	101004	899
AT5G23430.1	91435	837
AT5G23430.2	91279	836
AT5G17310.1	43750	390
AT5G17310.2	51920	470
AT5G23470.1	35571	302
AT5G23480.1	13003	113
AT5G23460.1	12610	111
AT5G17300.1	42981	387
AT5G23450.1	83592	763
AT5G23450.2	83592	763
AT5G23450.3	78394	714
AT5G17280.1	14918	135
AT5G23440.1	19825	182
AT5G17290.1	38477	337
AT5G44200.1	29609	257
AT5G44200.2	29609	257
AT5G23490.1	81116	729
AT5G44190.1	42168	386
AT5G44170.1	26120	234
AT5G17200.1	45235	421
AT5G23400.1	64019	589
AT5G17210.1	22870	209
AT5G17210.2	19110	175
AT5G23405.1	17015	149
AT5G23405.2	16944	148
AT5G23395.1	17367	162
AT5G17180.1	14381	123
AT5G17190.1	14885	130
AT5G17170.1	28459	271
AT5G17170.2	23889	224
AT5G23390.1	81780	730
AT5G23410.1	9371	84
AT5G66410.1	26368	230
AT5G66420.1	70034	655
AT5G66420.2	80720	754
AT5G66480.1	49561	444
AT5G44160.1	51189	466
AT5G66490.1	12259	109
AT5G44150.1	39044	355
AT5G66470.1	48932	427
AT5G66460.1	48573	431
AT5G66430.1	40034	354
AT5G66440.1	28717	252
AT5G66450.1	31530	286
AT5G66450.2	24773	227
AT5G44180.1	190388	1694
AT5G66500.1	58911	532
AT5G66510.1	27838	258
AT5G66510.2	29044	269
AT5G66520.1	70717	620
AT5G44316.1	53087	470
AT5G44320.1	66224	588
AT5G44330.1	53282	469
AT5G44340.1	49824	444
AT5G66670.1	45598	408
AT5G66670.2	45598	408
AT5G66660.1	44954	398
AT5G44313.1	26912	237
AT5G66650.1	36766	321
AT5G44310.1	33360	295
AT5G44310.2	37159	331
AT5G44345.1	20791	181
AT5G44350.1	37338	334
AT5G44360.1	60499	532
AT5G17440.1	47229	404
AT5G17450.1	16996	149
AT5G17450.2	13238	116
AT5G17460.1	35919	309
AT5G17430.1	64170	581
AT5G17420.1	115799	1026
AT5G17410.2	77034	679
AT5G17410.1	76946	678
AT5G44370.1	47166	432
AT5G17390.1	32595	285
AT5G17400.1	33789	306
AT5G66640.1	51309	450
AT5G66630.1	80247	702
AT5G66620.1	73646	644
AT5G66610.1	64041	560
AT5G66580.1	16632	156
AT5G66590.1	20100	185
AT5G44250.1	45440	403
AT5G44250.2	34219	302
AT5G66570.1	35143	332
AT5G66560.1	74540	668
AT5G66530.1	33692	307
AT5G66540.1	59745	524
AT5G66550.1	22565	207
AT5G44260.1	42058	381
AT5G23380.1	33736	301
AT5G44270.1	35890	309
AT5G44290.1	72949	644
AT5G44290.2	72949	644
AT5G44290.3	72949	644
AT5G44290.4	72949	644
AT5G17370.1	51977	467
AT5G17380.1	61471	572
AT5G66600.1	69090	614
AT5G17360.1	19615	175
AT5G17350.1	19659	183
AT5G17340.1	17810	160
AT5G17320.1	81069	718
AT5G44300.1	12314	114
AT5G17330.1	57067	502
AT5G44280.1	59198	522
AT5G17470.1	16320	146
AT5G17160.1	62614	569
AT5G17140.1	12763	112
AT5G43960.2	43485	391
AT5G43960.1	50123	450
AT5G16950.1	11192	99
AT5G16960.1	38133	346
AT5G16970.1	38134	345
AT5G16940.1	15017	135
AT5G43940.1	40699	379
AT5G43950.1	64286	566
AT5G43930.1	78938	726
AT5G43930.2	78938	726
AT5G43930.3	78938	726
AT5G43935.1	33456	293
AT5G23190.1	64326	559
AT5G16980.1	26581	239
AT5G23200.1	44852	399
AT5G17020.1	123245	1075
AT5G17030.1	49967	459
AT5G23230.1	22319	198
AT5G17010.1	53539	503
AT5G17010.3	53539	503
AT5G17010.2	47088	440
AT5G23220.1	22231	198
AT5G16990.1	37989	343
AT5G23210.1	56329	499
AT5G23210.2	45726	403
AT5G23210.3	51823	459
AT5G23210.4	41220	363
AT5G17000.1	38116	345
AT5G43920.1	59122	523
AT5G23240.1	51764	465
AT5G43910.2	39134	365
AT5G43910.3	30466	281
AT5G43910.1	30896	285
AT5G43890.1	47442	424
AT5G50360.1	32296	291
AT5G23100.1	30166	277
AT5G50370.1	27336	248
AT5G23110.1	527256	4706
AT5G50350.1	64433	584
AT5G50335.1	8462	74
AT5G50340.1	63091	587
AT5G23080.1	104935	930
AT5G23080.2	101499	900
AT5G23090.2	17942	159
AT5G23090.3	16488	146
AT5G23090.1	17942	159
AT5G23090.4	17814	158
AT5G50375.1	32644	280
AT5G23120.1	44104	403
AT5G50380.1	76618	683
AT5G23160.1	31161	271
AT5G23170.1	38003	341
AT5G23180.1	15509	138
AT5G50410.1	30131	259
AT5G23150.1	151079	1392
AT5G50400.1	68898	611
AT5G23130.1	43207	397
AT5G50390.1	79766	701
AT5G23140.1	26283	241
AT5G43900.1	169932	1505
AT5G23250.1	35317	341
AT5G23260.1	29082	247
AT5G23260.2	29698	252
AT5G23270.1	56725	514
AT5G66350.1	35377	331
AT5G66360.1	40175	352
AT5G66360.2	43315	380
AT5G66370.1	17260	150
AT5G66380.1	34120	308
AT5G66340.1	10345	89
AT5G23360.1	23645	210
AT5G23370.1	24550	219
AT5G23340.1	44226	405
AT5G23350.1	31433	280
AT5G66390.1	37427	336
AT5G44060.1	16384	150
AT5G44070.1	54475	485
AT5G44130.1	26205	247
AT5G17130.1	14037	123
AT5G44140.1	30760	278
AT5G44120.3	52596	472
AT5G44120.1	31646	285
AT5G44120.2	41032	368
AT5G44110.1	31361	282
AT5G44110.2	23829	214
AT5G44110.3	24948	223
AT5G44100.1	53594	476
AT5G66400.1	18464	186
AT5G66400.2	18335	185
AT5G44080.1	34951	315
AT5G44090.1	62326	538
AT5G23330.1	39210	354
AT5G17120.1	24027	207
AT5G23320.1	22526	197
AT5G44020.1	31057	272
AT5G44030.1	119600	1049
AT5G44040.1	47047	416
AT5G44010.1	40790	357
AT5G44005.1	11197	94
AT5G44000.1	44611	399
AT5G43970.1	10378	99
AT5G43980.1	32607	303
AT5G43990.2	81980	740
AT5G43990.1	79363	717
AT5G43990.3	79363	717
AT5G43990.4	79363	717
AT5G17040.1	48547	442
AT5G17150.1	20902	179
AT5G44050.1	54720	491
AT5G17060.1	21834	192
AT5G17100.1	27879	245
AT5G23310.1	30361	263
AT5G17110.1	23810	208
AT5G23300.1	48547	460
AT5G17090.1	25825	230
AT5G23290.1	16410	151
AT5G17070.1	30298	277
AT5G23280.1	27061	250
AT5G17080.1	32676	298
AT5G17050.1	50486	460
AT5G60370.1	46974	413
AT5G66675.1	46372	412
AT5G66690.1	52992	481
AT5G44670.1	59956	519
AT5G17780.1	47456	417
AT5G17790.1	85946	758
AT5G17800.1	36892	323
AT5G17770.1	31491	281
AT5G44650.1	31816	280
AT5G44660.1	46640	423
AT5G39390.1	55412	502
AT5G44640.1	56957	507
AT5G17810.1	29714	268
AT5G17820.1	34098	313
AT5G17830.1	53119	474
AT5G67030.1	73843	667
AT5G67030.2	67328	610
AT5G39400.1	47356	412
AT5G67040.1	18763	165
AT5G67020.1	43629	394
AT5G67010.1	17605	162
AT5G67000.1	20614	184
AT5G17840.1	16422	154
AT5G17850.1	61181	559
AT5G17860.1	61865	570
AT5G44635.1	92852	831
AT5G39410.1	49682	454
AT5G39380.1	56415	507
AT5G39370.1	14901	130
AT5G17760.1	57460	505
AT5G17760.2	38832	341
AT5G66930.1	18663	157
AT5G66930.2	25279	215
AT5G66940.1	24118	225
AT5G66950.1	97350	870
AT5G17750.1	44528	392
AT5G17730.1	54004	470
AT5G17740.1	60197	533
AT5G17720.1	50181	443
AT5G39340.1	17479	155
AT5G66960.1	91002	792
AT5G66970.1	19807	175
AT5G66990.1	32393	277
AT5G44610.1	18549	168
AT5G44620.1	59379	519
AT5G39360.1	28064	249
AT5G44600.1	37203	333
AT5G66985.1	9389	83
AT5G39350.1	75961	677
AT5G66980.1	38780	334
AT5G44590.1	38908	349
AT5G44630.1	64910	557
AT5G67050.1	55182	477
AT5G39420.1	72426	644
AT5G10460.1	33028	306
AT5G10570.1	35555	315
AT5G67160.1	48636	434
AT5G10580.2	21688	192
AT5G10580.1	27634	246
AT5G67150.1	49940	448
AT5G39530.1	27757	239
AT5G10560.1	87186	792
AT5G39520.1	26439	230
AT5G67140.1	25383	228
AT5G67170.1	41534	375
AT5G67170.2	41406	374
AT5G39540.1	22417	196
AT5G10590.1	9364	80
AT5G10630.1	72299	667
AT5G60340.1	38027	337
AT5G60350.1	32432	291
AT5G10625.1	12792	112
AT5G10620.1	21533	193
AT5G39560.1	46447	403
AT5G10600.1	59111	516
AT5G39550.1	68299	617
AT5G10610.1	57317	500
AT5G67130.1	46608	426
AT5G39510.1	24951	221
AT5G67120.1	31542	272
AT5G39500.1	161955	1443
AT5G67070.1	14730	129
AT5G39460.1	64361	571
AT5G10490.1	74429	673
AT5G10490.2	71323	645
AT5G10480.1	25327	221
AT5G10480.2	22415	196
AT5G39450.1	65175	579
AT5G10470.1	141037	1273
AT5G10470.2	141124	1274
AT5G39430.1	58064	511
AT5G67060.1	26230	241
AT5G39440.1	56697	494
AT5G39470.1	18994	170
AT5G17710.1	35494	324
AT5G17710.2	35721	326
AT5G10500.1	96884	848
AT5G10510.1	63633	569
AT5G67090.1	79777	736
AT5G67100.1	167146	1492
AT5G67110.1	22963	210
AT5G67110.2	16470	150
AT5G67110.3	20356	188
AT5G67080.1	37921	344
AT5G10550.1	75362	678
AT5G10540.1	79045	701
AT5G39490.1	64385	566
AT5G10520.1	52652	467
AT5G10530.1	72005	651
AT5G39480.1	64283	568
AT5G66680.1	48745	437
AT5G17700.1	54620	497
AT5G44580.1	10810	98
AT5G17550.1	27842	245
AT5G17560.1	19538	177
AT5G17570.1	35576	325
AT5G66770.1	64588	584
AT5G17540.1	51725	461
AT5G17520.1	45281	415
AT5G17530.1	62876	581
AT5G17530.2	62876	581
AT5G17500.1	59552	526
AT5G17510.1	42556	369
AT5G66780.1	13451	121
AT5G66790.1	69271	622
AT5G44430.1	8550	80
AT5G39205.1	7802	68
AT5G66820.1	57255	519
AT5G66815.1	11585	105
AT5G39200.1	22093	201
AT5G44420.1	8518	80
AT5G66800.1	20362	183
AT5G39190.1	23926	222
AT5G66810.1	83703	750
AT5G17490.1	57327	523
AT5G44440.1	60137	533
AT5G39140.1	16503	152
AT5G66730.1	52627	500
AT5G39150.1	23733	221
AT5G66740.1	28035	247
AT5G66720.1	43874	414
AT5G66720.2	43517	411
AT5G66710.1	46012	405
AT5G39130.1	24010	222
AT5G66700.1	26392	228
AT5G39120.1	23867	221
AT5G44380.1	60617	541
AT5G66750.1	86639	764
AT5G44415.1	69416	611
AT5G39180.1	23746	221
AT5G39170.1	16692	154
AT5G44410.1	61274	535
AT5G44400.1	60346	537
AT5G44390.1	61483	542
AT5G39160.1	23958	222
AT5G39160.2	21353	200
AT5G66760.1	69657	634
AT5G17480.1	9048	83
AT5G39210.1	17967	156
AT5G44450.1	37744	334
AT5G39220.1	36849	330
AT5G39280.1	28444	259
AT5G66910.1	92931	815
AT5G44530.1	90617	840
AT5G39290.1	28983	263
AT5G44520.1	32164	296
AT5G39270.1	28965	263
AT5G66900.1	92246	809
AT5G39260.1	28135	262
AT5G66890.1	47554	415
AT5G66920.1	60821	546
AT5G44540.1	12851	119
AT5G39300.1	28519	260
AT5G44570.1	13855	133
AT5G44575.1	7710	72
AT5G17680.1	147358	1294
AT5G39330.1	24156	210
AT5G44565.1	7769	73
AT5G39320.1	53097	480
AT5G44550.1	20748	197
AT5G39310.1	31812	296
AT5G44560.1	24305	222
AT5G66880.1	41085	361
AT5G39250.1	29300	252
AT5G66870.1	34524	313
AT5G44500.1	27000	254
AT5G44500.2	27000	254
AT5G17580.1	62933	548
AT5G44510.1	134223	1187
AT5G44490.1	51951	455
AT5G44480.1	48346	436
AT5G39240.1	12100	106
AT5G44460.1	20254	181
AT5G39230.1	13554	119
AT5G44470.1	12101	108
AT5G17590.1	21402	192
AT5G17690.1	48645	445
AT5G17600.1	39749	362
AT5G17620.1	37010	329
AT5G66840.1	63204	551
AT5G66850.1	79320	716
AT5G66860.1	27337	249
AT5G66830.1	45737	394
AT5G17670.1	33408	309
AT5G17660.1	35486	312
AT5G17630.1	45770	417
AT5G17640.1	47581	432
AT5G17650.1	18536	173
AT5G17610.1	13741	121
AT5G23070.1	31226	282
AT5G55840.1	142335	1274
AT5G28235.1	65105	568
AT5G45380.1	74962	694
AT5G18520.1	50245	440
AT5G18525.1	64422	580
AT5G18530.1	102693	909
AT5G18510.1	80553	702
AT5G45360.1	36238	316
AT5G45370.1	38450	357
AT5G45370.2	41031	381
AT5G45370.3	34378	321
AT5G40100.1	115277	1017
AT5G40110.1	31490	280
AT5G18540.1	18471	168
AT5G18540.2	18215	166
AT5G18550.1	49464	465
AT5G18560.1	38456	348
AT5G45410.1	36467	342
AT5G45410.2	36467	342
AT5G45410.3	36467	342
AT5G40155.1	8888	81
AT5G45420.1	34363	309
AT5G40150.1	36121	328
AT5G45400.1	94395	853
AT5G40140.1	60219	550
AT5G40120.1	44448	385
AT5G45390.1	31499	292
AT5G45350.1	17830	177
AT5G45350.2	17830	177
AT5G40160.1	35461	315
AT5G40090.1	43456	385
AT5G40080.1	10460	94
AT5G45275.1	62539	570
AT5G40040.1	11759	114
AT5G45280.1	40790	370
AT5G45280.2	42009	391
AT5G45290.1	60776	545
AT5G45260.1	145880	1288
AT5G45260.2	134278	1187
AT5G40030.1	55496	499
AT5G40010.1	60348	514
AT5G40020.1	28094	256
AT5G45300.1	77161	689
AT5G45300.2	76934	687
AT5G18470.1	45808	413
AT5G45310.1	39800	352
AT5G45320.1	22168	198
AT5G40070.1	17877	157
AT5G45330.1	61799	571
AT5G40050.1	47923	415
AT5G18500.1	54214	484
AT5G18500.2	54214	484
AT5G18475.1	57289	506
AT5G18480.1	60012	537
AT5G18490.1	61646	553
AT5G45340.1	52367	463
AT5G45340.2	50600	446
AT5G45430.1	56655	499
AT5G40170.1	88798	792
AT5G45440.1	39447	346
AT5G40300.1	30300	270
AT5G11380.1	76643	700
AT5G11380.2	62264	565
AT5G40310.1	40105	348
AT5G11390.1	79049	703
AT5G40290.1	51861	448
AT5G11360.1	22291	196
AT5G11360.2	21290	187
AT5G11370.1	35342	311
AT5G40280.1	54216	482
AT5G11350.1	84926	754
AT5G11400.1	35571	312
AT5G40320.1	68518	594
AT5G11410.1	38400	336
AT5G11440.1	16560	155
AT5G11450.1	33365	297
AT5G61220.1	10115	87
AT5G11430.1	96170	871
AT5G40360.1	41600	359
AT5G40350.1	24460	214
AT5G40330.1	24944	219
AT5G40340.1	114240	1008
AT5G11420.1	39641	366
AT5G11340.1	18554	164
AT5G40270.1	54674	473
AT5G11330.1	45765	408
AT5G40260.1	26887	239
AT5G40260.2	23665	209
AT5G18590.1	77639	708
AT5G18590.2	77639	708
AT5G18600.1	11039	102
AT5G18610.1	55931	513
AT5G45480.1	100801	877
AT5G18570.1	75648	681
AT5G45470.1	100188	866
AT5G40180.1	7175	64
AT5G45450.1	23556	216
AT5G45460.1	61742	527
AT5G18620.1	123890	1069
AT5G18620.2	124163	1072
AT5G45250.1	137727	1217
AT5G40190.1	20617	183
AT5G40210.1	36578	339
AT5G11310.1	68338	602
AT5G40250.1	41793	376
AT5G11320.2	39561	357
AT5G11320.1	45406	411
AT5G40240.1	40095	368
AT5G11300.1	49694	436
AT5G40230.1	39950	370
AT5G11280.1	22855	209
AT5G40220.1	37008	324
AT5G11290.1	40973	353
AT5G40200.1	65153	592
AT5G61230.1	19207	174
AT5G40000.1	54095	470
AT5G67470.1	98650	899
AT5G45095.1	45457	394
AT5G45100.1	32549	294
AT5G45100.2	29409	267
AT5G45105.1	33778	315
AT5G45090.1	37153	332
AT5G67450.1	26471	245
AT5G67460.1	41996	380
AT5G67430.1	43176	386
AT5G67440.1	64766	579
AT5G45110.1	66061	586
AT5G45113.1	48242	414
AT5G18330.1	50090	445
AT5G18340.1	50792	456
AT5G18350.1	135007	1193
AT5G18320.1	50873	458
AT5G18310.2	18863	167
AT5G18310.1	16114	139
AT5G18300.1	17550	147
AT5G45120.1	53749	491
AT5G45130.1	21654	200
AT5G18290.1	26036	243
AT5G67420.1	27114	250
AT5G18360.1	102290	900
AT5G67410.1	32132	287
AT5G18280.1	51600	472
AT5G45040.1	19210	175
AT5G45050.1	155703	1372
AT5G45050.2	152645	1344
AT5G45060.1	132402	1165
AT5G45070.1	40107	354
AT5G67390.1	20468	176
AT5G67390.2	20468	176
AT5G67385.1	67560	604
AT5G45030.1	65850	607
AT5G45030.2	65850	607
AT5G67380.1	47640	409
AT5G67380.2	43897	376
AT5G45020.1	37343	325
AT5G45080.1	44142	392
AT5G18190.1	76986	691
AT5G18190.2	76986	691
AT5G18250.1	14127	133
AT5G18260.1	35674	320
AT5G18270.1	38272	335
AT5G18270.2	38203	335
AT5G18240.1	45574	402
AT5G18240.4	45574	402
AT5G18240.3	44813	396
AT5G18240.2	44813	396
AT5G18240.5	45347	400
AT5G18230.1	92953	843
AT5G18220.1	53866	488
AT5G18200.1	39006	351
AT5G18210.1	29207	277
AT5G67400.1	35928	329
AT5G67480.1	42462	372
AT5G67480.2	43819	383
AT5G67490.1	11870	108
AT5G67500.1	29595	276
AT5G18410.1	139425	1234
AT5G18410.2	116174	1017
AT5G18420.1	50318	441
AT5G18420.2	50446	442
AT5G18420.3	50075	439
AT5G18430.1	40124	362
AT5G18440.1	53646	470
AT5G18440.2	53646	470
AT5G18400.1	29103	269
AT5G18400.2	29436	272
AT5G18400.3	29436	272
AT5G18380.1	16618	146
AT5G18380.2	16545	144
AT5G18390.1	51771	459
AT5G18370.1	137788	1210
AT5G45230.1	139732	1231
AT5G18450.1	34234	307
AT5G18460.1	48440	430
AT5G67580.1	33014	299
AT5G67580.2	33014	299
AT5G67630.1	52115	469
AT5G39990.1	51119	447
AT5G67640.1	22598	201
AT5G39980.1	78274	678
AT5G67620.1	19707	182
AT5G39970.1	75623	690
AT5G67590.1	17135	154
AT5G67600.1	8711	82
AT5G67610.1	53638	486
AT5G67610.2	54972	498
AT5G45220.1	62305	546
AT5G45210.1	79985	697
AT5G45200.1	142574	1261
AT5G39960.1	68449	616
AT5G67540.2	53787	471
AT5G67540.1	52953	466
AT5G39910.1	41950	373
AT5G67550.1	57337	509
AT5G39900.1	73596	663
AT5G67530.1	65024	595
AT5G39890.1	30820	276
AT5G67510.1	16791	146
AT5G39880.1	40403	363
AT5G67520.1	34065	310
AT5G45140.1	130214	1161
AT5G45240.1	93024	812
AT5G39920.1	11412	107
AT5G45150.1	108301	957
AT5G45180.1	51562	453
AT5G45190.1	65187	579
AT5G39950.1	14676	133
AT5G45170.1	40741	372
AT5G39940.1	52072	480
AT5G39930.1	47489	424
AT5G67570.1	70931	611
AT5G45160.1	93570	834
AT5G67560.1	20404	184
AT5G67370.1	36114	327
AT5G61240.1	36796	326
AT5G61260.1	54073	496
AT5G11790.1	38180	344
AT5G40680.1	47388	415
AT5G11800.1	64393	597
AT5G11810.1	33396	306
AT5G40670.1	31028	270
AT5G40660.1	36310	325
AT5G11780.1	57743	504
AT5G40650.1	31141	280
AT5G11770.1	24044	218
AT5G61570.1	40246	361
AT5G61570.2	39961	358
AT5G61580.1	58468	530
AT5G61580.2	58340	529
AT5G61590.1	22727	201
AT5G35646.1	26351	230
AT5G61650.1	25312	219
AT5G35650.1	17822	154
AT5G61640.1	22899	202
AT5G61630.1	16329	147
AT5G61620.1	35014	317
AT5G61600.1	26825	241
AT5G61605.1	9270	82
AT5G61610.1	24305	225
AT5G11760.1	20766	181
AT5G35655.1	22766	200
AT5G40645.1	8334	73
AT5G11750.1	26030	229
AT5G61550.1	94633	845
AT5G61560.1	90224	796
AT5G61540.1	38250	359
AT5G61540.2	27548	257
AT5G61540.3	27548	257
AT5G61520.1	55868	514
AT5G61530.1	41923	376
AT5G61530.2	40925	367
AT5G61500.1	35332	313
AT5G61510.1	44023	406
AT5G35610.1	18340	155
AT5G11740.1	5849	61
AT5G35640.1	21286	192
AT5G40640.1	64643	586
AT5G40630.1	18110	165
AT5G35630.1	47411	430
AT5G35630.2	47411	430
AT5G35630.3	47411	430
AT5G11730.1	44269	386
AT5G40610.1	43792	400
AT5G35620.2	18823	167
AT5G35620.1	22514	198
AT5G40620.1	13922	130
AT5G05930.1	30914	274
AT5G05930.2	23811	210
AT5G05940.1	68466	611
AT5G06010.1	12121	107
AT5G35715.1	49730	433
AT5G06020.1	17750	151
AT5G61730.1	104495	940
AT5G35700.1	76759	687
AT5G61720.1	43169	390
AT5G35695.1	24510	211
AT5G06030.1	17512	150
AT5G06040.1	12616	111
AT5G35735.1	43868	404
AT5G11920.1	62098	550
AT5G11920.2	48850	426
AT5G11910.1	33775	297
AT5G11910.2	24703	216
AT5G06060.1	28292	264
AT5G35732.1	10897	100
AT5G35730.1	53562	457
AT5G06050.1	77712	682
AT5G11900.1	21591	198
AT5G61710.1	17917	155
AT5G61700.1	98991	888
AT5G61690.1	105177	954
AT5G61680.1	37324	338
AT5G35680.1	16590	145
AT5G35680.2	16590	145
AT5G05970.1	84629	781
AT5G05980.1	63346	571
AT5G05980.2	56638	513
AT5G11820.1	20234	175
AT5G05965.1	14272	131
AT5G05960.1	12443	116
AT5G05950.1	18741	175
AT5G35670.1	49544	442
AT5G11830.1	19874	174
AT5G61490.1	28962	260
AT5G35690.1	67744	603
AT5G05990.1	30069	259
AT5G11890.1	31438	287
AT5G61660.1	13085	134
AT5G61670.1	33790	307
AT5G61670.2	33790	307
AT5G11880.1	54165	489
AT5G11870.1	29817	262
AT5G11860.1	34848	305
AT5G11860.2	34848	305
AT5G11860.3	34848	305
AT5G11860.4	34848	305
AT5G11840.1	28218	255
AT5G06000.1	30898	276
AT5G11850.1	97883	880
AT5G05987.1	24188	209
AT5G61250.2	59865	539
AT5G61250.1	59865	539
AT5G61480.1	114679	1041
AT5G11710.1	60634	560
AT5G11550.1	33305	314
AT5G61290.1	52407	461
AT5G61300.1	63034	557
AT5G61310.1	7092	64
AT5G61310.2	7092	64
AT5G61310.3	7092	64
AT5G11540.1	64962	585
AT5G40460.1	12708	112
AT5G11530.1	121672	1096
AT5G40450.1	323008	2889
AT5G11520.1	48955	449
